src,relation,dst,extra_json
cfgnode:spank_chain_payment.spank_chain_payment._isContained.14,flowsToExit,cfgexit:spank_chain_payment.spank_chain_payment._isContained,"{""_layers"": [""stage4_control""], ""function"": ""_isContained(bytes32,bytes,bytes32)""}"
cfgentry:spank_chain_payment.spank_chain_payment.byzantineCloseChannel,entryOf,function:spank_chain_payment.byzantineCloseChannel,"{""_layers"": [""stage4_control""], ""function"": ""byzantineCloseChannel(bytes32)""}"
cfgexit:spank_chain_payment.spank_chain_payment.byzantineCloseChannel,exitOf,function:spank_chain_payment.byzantineCloseChannel,"{""_layers"": [""stage4_control""], ""function"": ""byzantineCloseChannel(bytes32)""}"
cfgnode:spank_chain_payment.spank_chain_payment.byzantineCloseChannel.10,inFunction,function:spank_chain_payment.byzantineCloseChannel,"{""_layers"": [""stage4_control""], ""function"": ""byzantineCloseChannel(bytes32)""}"
cfgnode:spank_chain_payment.spank_chain_payment.byzantineCloseChannel.13,inFunction,function:spank_chain_payment.byzantineCloseChannel,"{""_layers"": [""stage4_control""], ""function"": ""byzantineCloseChannel(bytes32)""}"
cfgnode:spank_chain_payment.spank_chain_payment.byzantineCloseChannel.14,inFunction,function:spank_chain_payment.byzantineCloseChannel,"{""_layers"": [""stage4_control""], ""function"": ""byzantineCloseChannel(bytes32)""}"
cfgnode:spank_chain_payment.spank_chain_payment.byzantineCloseChannel.15,inFunction,function:spank_chain_payment.byzantineCloseChannel,"{""_layers"": [""stage4_control""], ""function"": ""byzantineCloseChannel(bytes32)""}"
cfgnode:spank_chain_payment.spank_chain_payment.byzantineCloseChannel.18,inFunction,function:spank_chain_payment.byzantineCloseChannel,"{""_layers"": [""stage4_control""], ""function"": ""byzantineCloseChannel(bytes32)""}"
cfgnode:spank_chain_payment.spank_chain_payment.byzantineCloseChannel.19,inFunction,function:spank_chain_payment.byzantineCloseChannel,"{""_layers"": [""stage4_control""], ""function"": ""byzantineCloseChannel(bytes32)""}"
cfgnode:spank_chain_payment.spank_chain_payment.byzantineCloseChannel.28,inFunction,function:spank_chain_payment.byzantineCloseChannel,"{""_layers"": [""stage4_control""], ""function"": ""byzantineCloseChannel(bytes32)""}"
cfgnode:spank_chain_payment.spank_chain_payment.byzantineCloseChannel.31,inFunction,function:spank_chain_payment.byzantineCloseChannel,"{""_layers"": [""stage4_control""], ""function"": ""byzantineCloseChannel(bytes32)""}"
cfgnode:spank_chain_payment.spank_chain_payment.byzantineCloseChannel.32,inFunction,function:spank_chain_payment.byzantineCloseChannel,"{""_layers"": [""stage4_control""], ""function"": ""byzantineCloseChannel(bytes32)""}"
cfgnode:spank_chain_payment.spank_chain_payment.byzantineCloseChannel.35,inFunction,function:spank_chain_payment.byzantineCloseChannel,"{""_layers"": [""stage4_control""], ""function"": ""byzantineCloseChannel(bytes32)""}"
cfgnode:spank_chain_payment.spank_chain_payment.byzantineCloseChannel.37,inFunction,function:spank_chain_payment.byzantineCloseChannel,"{""_layers"": [""stage4_control""], ""function"": ""byzantineCloseChannel(bytes32)""}"
cfgnode:spank_chain_payment.spank_chain_payment.byzantineCloseChannel.10,branchTo,cfgnode:spank_chain_payment.spank_chain_payment.byzantineCloseChannel.13,"{""_layers"": [""stage4_control""], ""function"": ""byzantineCloseChannel(bytes32)"", ""dot_edge_attrs"": {""label"": ""False""}, ""cfg_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\cfg__spank_chain_payment.sol-LedgerChannel-byzantineCloseChannel(bytes32).dot""}"
cfgnode:spank_chain_payment.spank_chain_payment.byzantineCloseChannel.13,nextBlock,cfgnode:spank_chain_payment.spank_chain_payment.byzantineCloseChannel.14,"{""_layers"": [""stage4_control""], ""function"": ""byzantineCloseChannel(bytes32)"", ""dot_edge_attrs"": {}, ""cfg_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\cfg__spank_chain_payment.sol-LedgerChannel-byzantineCloseChannel(bytes32).dot""}"
cfgnode:spank_chain_payment.spank_chain_payment.byzantineCloseChannel.14,nextBlock,cfgnode:spank_chain_payment.spank_chain_payment.byzantineCloseChannel.15,"{""_layers"": [""stage4_control""], ""function"": ""byzantineCloseChannel(bytes32)"", ""dot_edge_attrs"": {}, ""cfg_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\cfg__spank_chain_payment.sol-LedgerChannel-byzantineCloseChannel(bytes32).dot""}"
cfgnode:spank_chain_payment.spank_chain_payment.byzantineCloseChannel.15,branchTo,cfgnode:spank_chain_payment.spank_chain_payment.byzantineCloseChannel.18,"{""_layers"": [""stage4_control""], ""function"": ""byzantineCloseChannel(bytes32)"", ""dot_edge_attrs"": {""label"": ""False""}, ""cfg_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\cfg__spank_chain_payment.sol-LedgerChannel-byzantineCloseChannel(bytes32).dot""}"
cfgnode:spank_chain_payment.spank_chain_payment.byzantineCloseChannel.18,nextBlock,cfgnode:spank_chain_payment.spank_chain_payment.byzantineCloseChannel.19,"{""_layers"": [""stage4_control""], ""function"": ""byzantineCloseChannel(bytes32)"", ""dot_edge_attrs"": {}, ""cfg_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\cfg__spank_chain_payment.sol-LedgerChannel-byzantineCloseChannel(bytes32).dot""}"
cfgnode:spank_chain_payment.spank_chain_payment.byzantineCloseChannel.28,branchTo,cfgnode:spank_chain_payment.spank_chain_payment.byzantineCloseChannel.31,"{""_layers"": [""stage4_control""], ""function"": ""byzantineCloseChannel(bytes32)"", ""dot_edge_attrs"": {""label"": ""False""}, ""cfg_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\cfg__spank_chain_payment.sol-LedgerChannel-byzantineCloseChannel(bytes32).dot""}"
cfgnode:spank_chain_payment.spank_chain_payment.byzantineCloseChannel.31,nextBlock,cfgnode:spank_chain_payment.spank_chain_payment.byzantineCloseChannel.32,"{""_layers"": [""stage4_control""], ""function"": ""byzantineCloseChannel(bytes32)"", ""dot_edge_attrs"": {}, ""cfg_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\cfg__spank_chain_payment.sol-LedgerChannel-byzantineCloseChannel(bytes32).dot""}"
cfgnode:spank_chain_payment.spank_chain_payment.byzantineCloseChannel.32,branchTo,cfgnode:spank_chain_payment.spank_chain_payment.byzantineCloseChannel.35,"{""_layers"": [""stage4_control""], ""function"": ""byzantineCloseChannel(bytes32)"", ""dot_edge_attrs"": {""label"": ""False""}, ""cfg_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\cfg__spank_chain_payment.sol-LedgerChannel-byzantineCloseChannel(bytes32).dot""}"
cfgentry:spank_chain_payment.spank_chain_payment.closeVirtualChannel,entryOf,function:spank_chain_payment.closeVirtualChannel,"{""_layers"": [""stage4_control""], ""function"": ""closeVirtualChannel(bytes32,bytes32)""}"
cfgexit:spank_chain_payment.spank_chain_payment.closeVirtualChannel,exitOf,function:spank_chain_payment.closeVirtualChannel,"{""_layers"": [""stage4_control""], ""function"": ""closeVirtualChannel(bytes32,bytes32)""}"
cfgnode:spank_chain_payment.spank_chain_payment.closeVirtualChannel.17,inFunction,function:spank_chain_payment.closeVirtualChannel,"{""_layers"": [""stage4_control""], ""function"": ""closeVirtualChannel(bytes32,bytes32)""}"
cfgnode:spank_chain_payment.spank_chain_payment.closeVirtualChannel.18,inFunction,function:spank_chain_payment.closeVirtualChannel,"{""_layers"": [""stage4_control""], ""function"": ""closeVirtualChannel(bytes32,bytes32)""}"
cfgnode:spank_chain_payment.spank_chain_payment.closeVirtualChannel.17,nextBlock,cfgnode:spank_chain_payment.spank_chain_payment.closeVirtualChannel.18,"{""_layers"": [""stage4_control""], ""function"": ""closeVirtualChannel(bytes32,bytes32)"", ""dot_edge_attrs"": {}, ""cfg_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\cfg__spank_chain_payment.sol-LedgerChannel-closeVirtualChannel(bytes32,bytes32).dot""}"
cfgentry:spank_chain_payment.spank_chain_payment.consensusCloseChannel,entryOf,function:spank_chain_payment.consensusCloseChannel,"{""_layers"": [""stage4_control""], ""function"": ""consensusCloseChannel(bytes32,uint256,uint256[4],string,string)""}"
cfgexit:spank_chain_payment.spank_chain_payment.consensusCloseChannel,exitOf,function:spank_chain_payment.consensusCloseChannel,"{""_layers"": [""stage4_control""], ""function"": ""consensusCloseChannel(bytes32,uint256,uint256[4],string,string)""}"
cfgnode:spank_chain_payment.spank_chain_payment.consensusCloseChannel.13,inFunction,function:spank_chain_payment.consensusCloseChannel,"{""_layers"": [""stage4_control""], ""function"": ""consensusCloseChannel(bytes32,uint256,uint256[4],string,string)""}"
cfgnode:spank_chain_payment.spank_chain_payment.consensusCloseChannel.17,inFunction,function:spank_chain_payment.consensusCloseChannel,"{""_layers"": [""stage4_control""], ""function"": ""consensusCloseChannel(bytes32,uint256,uint256[4],string,string)""}"
cfgnode:spank_chain_payment.spank_chain_payment.consensusCloseChannel.18,inFunction,function:spank_chain_payment.consensusCloseChannel,"{""_layers"": [""stage4_control""], ""function"": ""consensusCloseChannel(bytes32,uint256,uint256[4],string,string)""}"
cfgnode:spank_chain_payment.spank_chain_payment.consensusCloseChannel.17,nextBlock,cfgnode:spank_chain_payment.spank_chain_payment.consensusCloseChannel.18,"{""_layers"": [""stage4_control""], ""function"": ""consensusCloseChannel(bytes32,uint256,uint256[4],string,string)"", ""dot_edge_attrs"": {}, ""cfg_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\cfg__spank_chain_payment.sol-LedgerChannel-consensusCloseChannel(bytes32,uint256,uint256[4],string,string).dot""}"
cfgentry:spank_chain_payment.spank_chain_payment.createChannel,entryOf,function:spank_chain_payment.createChannel,"{""_layers"": [""stage4_control""], ""function"": ""createChannel(bytes32,address,uint256,address,uint256[2])""}"
cfgexit:spank_chain_payment.spank_chain_payment.createChannel,exitOf,function:spank_chain_payment.createChannel,"{""_layers"": [""stage4_control""], ""function"": ""createChannel(bytes32,address,uint256,address,uint256[2])""}"
cfgnode:spank_chain_payment.spank_chain_payment.createChannel.2,inFunction,function:spank_chain_payment.createChannel,"{""_layers"": [""stage4_control""], ""function"": ""createChannel(bytes32,address,uint256,address,uint256[2])""}"
cfgnode:spank_chain_payment.spank_chain_payment.createChannel.9,inFunction,function:spank_chain_payment.createChannel,"{""_layers"": [""stage4_control""], ""function"": ""createChannel(bytes32,address,uint256,address,uint256[2])""}"
cfgnode:spank_chain_payment.spank_chain_payment.createChannel.14,inFunction,function:spank_chain_payment.createChannel,"{""_layers"": [""stage4_control""], ""function"": ""createChannel(bytes32,address,uint256,address,uint256[2])""}"
cfgentry:spank_chain_payment.spank_chain_payment.deposit,entryOf,function:spank_chain_payment.deposit,"{""_layers"": [""stage4_control""], ""function"": ""deposit(bytes32,address,uint256,bool)""}"
cfgexit:spank_chain_payment.spank_chain_payment.deposit,exitOf,function:spank_chain_payment.deposit,"{""_layers"": [""stage4_control""], ""function"": ""deposit(bytes32,address,uint256,bool)""}"
cfgnode:spank_chain_payment.spank_chain_payment.deposit.4,inFunction,function:spank_chain_payment.deposit,"{""_layers"": [""stage4_control""], ""function"": ""deposit(bytes32,address,uint256,bool)""}"
cfgnode:spank_chain_payment.spank_chain_payment.deposit.7,inFunction,function:spank_chain_payment.deposit,"{""_layers"": [""stage4_control""], ""function"": ""deposit(bytes32,address,uint256,bool)""}"
cfgnode:spank_chain_payment.spank_chain_payment.deposit.9,inFunction,function:spank_chain_payment.deposit,"{""_layers"": [""stage4_control""], ""function"": ""deposit(bytes32,address,uint256,bool)""}"
cfgnode:spank_chain_payment.spank_chain_payment.deposit.10,inFunction,function:spank_chain_payment.deposit,"{""_layers"": [""stage4_control""], ""function"": ""deposit(bytes32,address,uint256,bool)""}"
cfgnode:spank_chain_payment.spank_chain_payment.deposit.12,inFunction,function:spank_chain_payment.deposit,"{""_layers"": [""stage4_control""], ""function"": ""deposit(bytes32,address,uint256,bool)""}"
cfgnode:spank_chain_payment.spank_chain_payment.deposit.15,inFunction,function:spank_chain_payment.deposit,"{""_layers"": [""stage4_control""], ""function"": ""deposit(bytes32,address,uint256,bool)""}"
cfgnode:spank_chain_payment.spank_chain_payment.deposit.17,inFunction,function:spank_chain_payment.deposit,"{""_layers"": [""stage4_control""], ""function"": ""deposit(bytes32,address,uint256,bool)""}"
cfgnode:spank_chain_payment.spank_chain_payment.deposit.18,inFunction,function:spank_chain_payment.deposit,"{""_layers"": [""stage4_control""], ""function"": ""deposit(bytes32,address,uint256,bool)""}"
cfgnode:spank_chain_payment.spank_chain_payment.deposit.19,inFunction,function:spank_chain_payment.deposit,"{""_layers"": [""stage4_control""], ""function"": ""deposit(bytes32,address,uint256,bool)""}"
cfgnode:spank_chain_payment.spank_chain_payment.deposit.4,branchTo,cfgnode:spank_chain_payment.spank_chain_payment.deposit.7,"{""_layers"": [""stage4_control""], ""function"": ""deposit(bytes32,address,uint256,bool)"", ""dot_edge_attrs"": {""label"": ""False""}, ""cfg_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\cfg__spank_chain_payment.sol-LedgerChannel-deposit(bytes32,address,uint256,bool).dot""}"
cfgnode:spank_chain_payment.spank_chain_payment.deposit.9,nextBlock,cfgnode:spank_chain_payment.spank_chain_payment.deposit.10,"{""_layers"": [""stage4_control""], ""function"": ""deposit(bytes32,address,uint256,bool)"", ""dot_edge_attrs"": {}, ""cfg_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\cfg__spank_chain_payment.sol-LedgerChannel-deposit(bytes32,address,uint256,bool).dot""}"
cfgnode:spank_chain_payment.spank_chain_payment.deposit.12,branchTo,cfgnode:spank_chain_payment.spank_chain_payment.deposit.15,"{""_layers"": [""stage4_control""], ""function"": ""deposit(bytes32,address,uint256,bool)"", ""dot_edge_attrs"": {""label"": ""False""}, ""cfg_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\cfg__spank_chain_payment.sol-LedgerChannel-deposit(bytes32,address,uint256,bool).dot""}"
cfgnode:spank_chain_payment.spank_chain_payment.deposit.17,nextBlock,cfgnode:spank_chain_payment.spank_chain_payment.deposit.18,"{""_layers"": [""stage4_control""], ""function"": ""deposit(bytes32,address,uint256,bool)"", ""dot_edge_attrs"": {}, ""cfg_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\cfg__spank_chain_payment.sol-LedgerChannel-deposit(bytes32,address,uint256,bool).dot""}"
cfgnode:spank_chain_payment.spank_chain_payment.deposit.18,nextBlock,cfgnode:spank_chain_payment.spank_chain_payment.deposit.19,"{""_layers"": [""stage4_control""], ""function"": ""deposit(bytes32,address,uint256,bool)"", ""dot_edge_attrs"": {}, ""cfg_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\cfg__spank_chain_payment.sol-LedgerChannel-deposit(bytes32,address,uint256,bool).dot""}"
cfgnode:spank_chain_payment.spank_chain_payment.deposit.19,flowsToExit,cfgexit:spank_chain_payment.spank_chain_payment.deposit,"{""_layers"": [""stage4_control""], ""function"": ""deposit(bytes32,address,uint256,bool)""}"
cfgentry:spank_chain_payment.spank_chain_payment.getChannel,entryOf,function:spank_chain_payment.getChannel,"{""_layers"": [""stage4_control""], ""function"": ""getChannel(bytes32)""}"
cfgexit:spank_chain_payment.spank_chain_payment.getChannel,exitOf,function:spank_chain_payment.getChannel,"{""_layers"": [""stage4_control""], ""function"": ""getChannel(bytes32)""}"
cfgentry:spank_chain_payment.spank_chain_payment.getVirtualChannel,entryOf,function:spank_chain_payment.getVirtualChannel,"{""_layers"": [""stage4_control""], ""function"": ""getVirtualChannel(bytes32)""}"
cfgexit:spank_chain_payment.spank_chain_payment.getVirtualChannel,exitOf,function:spank_chain_payment.getVirtualChannel,"{""_layers"": [""stage4_control""], ""function"": ""getVirtualChannel(bytes32)""}"
cfgentry:spank_chain_payment.spank_chain_payment.initVCstate,entryOf,function:spank_chain_payment.initVCstate,"{""_layers"": [""stage4_control""], ""function"": ""initVCstate(bytes32,bytes32,bytes,address,address,uint256[2],uint256[4],string)""}"
cfgexit:spank_chain_payment.spank_chain_payment.initVCstate,exitOf,function:spank_chain_payment.initVCstate,"{""_layers"": [""stage4_control""], ""function"": ""initVCstate(bytes32,bytes32,bytes,address,address,uint256[2],uint256[4],string)""}"
cfgnode:spank_chain_payment.spank_chain_payment.initVCstate.6,inFunction,function:spank_chain_payment.initVCstate,"{""_layers"": [""stage4_control""], ""function"": ""initVCstate(bytes32,bytes32,bytes,address,address,uint256[2],uint256[4],string)""}"
cfgentry:spank_chain_payment.spank_chain_payment.joinChannel,entryOf,function:spank_chain_payment.joinChannel,"{""_layers"": [""stage4_control""], ""function"": ""joinChannel(bytes32,uint256[2])""}"
cfgexit:spank_chain_payment.spank_chain_payment.joinChannel,exitOf,function:spank_chain_payment.joinChannel,"{""_layers"": [""stage4_control""], ""function"": ""joinChannel(bytes32,uint256[2])""}"
cfgnode:spank_chain_payment.spank_chain_payment.joinChannel.6,inFunction,function:spank_chain_payment.joinChannel,"{""_layers"": [""stage4_control""], ""function"": ""joinChannel(bytes32,uint256[2])""}"
cfgnode:spank_chain_payment.spank_chain_payment.joinChannel.10,inFunction,function:spank_chain_payment.joinChannel,"{""_layers"": [""stage4_control""], ""function"": ""joinChannel(bytes32,uint256[2])""}"
cfgnode:spank_chain_payment.spank_chain_payment.joinChannel.14,inFunction,function:spank_chain_payment.joinChannel,"{""_layers"": [""stage4_control""], ""function"": ""joinChannel(bytes32,uint256[2])""}"
cfgentry:spank_chain_payment.spank_chain_payment.LCOpenTimeout,entryOf,function:spank_chain_payment.LCOpenTimeout,"{""_layers"": [""stage4_control""], ""function"": ""LCOpenTimeout(bytes32)""}"
cfgexit:spank_chain_payment.spank_chain_payment.LCOpenTimeout,exitOf,function:spank_chain_payment.LCOpenTimeout,"{""_layers"": [""stage4_control""], ""function"": ""LCOpenTimeout(bytes32)""}"
cfgnode:spank_chain_payment.spank_chain_payment.LCOpenTimeout.5,inFunction,function:spank_chain_payment.LCOpenTimeout,"{""_layers"": [""stage4_control""], ""function"": ""LCOpenTimeout(bytes32)""}"
cfgnode:spank_chain_payment.spank_chain_payment.LCOpenTimeout.8,inFunction,function:spank_chain_payment.LCOpenTimeout,"{""_layers"": [""stage4_control""], ""function"": ""LCOpenTimeout(bytes32)""}"
cfgentry:spank_chain_payment.spank_chain_payment.settleVC,entryOf,function:spank_chain_payment.settleVC,"{""_layers"": [""stage4_control""], ""function"": ""settleVC(bytes32,bytes32,uint256,address,address,uint256[4],string)""}"
cfgexit:spank_chain_payment.spank_chain_payment.settleVC,exitOf,function:spank_chain_payment.settleVC,"{""_layers"": [""stage4_control""], ""function"": ""settleVC(bytes32,bytes32,uint256,address,address,uint256[4],string)""}"
cfgentry:spank_chain_payment.spank_chain_payment.slitherConstructorConstantVariables,entryOf,functionref:spank_chain_payment.spank_chain_payment.slitherConstructorConstantVariables,"{""_layers"": [""stage4_control""], ""function"": ""slitherConstructorConstantVariables()""}"
cfgexit:spank_chain_payment.spank_chain_payment.slitherConstructorConstantVariables,exitOf,functionref:spank_chain_payment.spank_chain_payment.slitherConstructorConstantVariables,"{""_layers"": [""stage4_control""], ""function"": ""slitherConstructorConstantVariables()""}"
cfgnode:spank_chain_payment.spank_chain_payment.slitherConstructorConstantVariables.1,inFunction,functionref:spank_chain_payment.spank_chain_payment.slitherConstructorConstantVariables,"{""_layers"": [""stage4_control""], ""function"": ""slitherConstructorConstantVariables()""}"
cfgnode:spank_chain_payment.spank_chain_payment.slitherConstructorConstantVariables.1,flowsToExit,cfgexit:spank_chain_payment.spank_chain_payment.slitherConstructorConstantVariables,"{""_layers"": [""stage4_control""], ""function"": ""slitherConstructorConstantVariables()""}"
cfgentry:spank_chain_payment.spank_chain_payment.slitherConstructorVariables,entryOf,functionref:spank_chain_payment.spank_chain_payment.slitherConstructorVariables,"{""_layers"": [""stage4_control""], ""function"": ""slitherConstructorVariables()""}"
cfgexit:spank_chain_payment.spank_chain_payment.slitherConstructorVariables,exitOf,functionref:spank_chain_payment.spank_chain_payment.slitherConstructorVariables,"{""_layers"": [""stage4_control""], ""function"": ""slitherConstructorVariables()""}"
cfgentry:spank_chain_payment.spank_chain_payment.updateLCstate,entryOf,function:spank_chain_payment.updateLCstate,"{""_layers"": [""stage4_control""], ""function"": ""updateLCstate(bytes32,uint256[6],bytes32,string,string)""}"
cfgexit:spank_chain_payment.spank_chain_payment.updateLCstate,exitOf,function:spank_chain_payment.updateLCstate,"{""_layers"": [""stage4_control""], ""function"": ""updateLCstate(bytes32,uint256[6],bytes32,string,string)""}"
cfgnode:spank_chain_payment.spank_chain_payment.updateLCstate.8,inFunction,function:spank_chain_payment.updateLCstate,"{""_layers"": [""stage4_control""], ""function"": ""updateLCstate(bytes32,uint256[6],bytes32,string,string)""}"
function:spank_chain_payment.initVCstate,callsInternal,function:spank_chain_payment._isContained,"{""_layers"": [""stage4_control""], ""src_label"": ""initVCstate"", ""dst_label"": ""_isContained"", ""callgraph_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\call-graph__spank_chain_payment.sol.LedgerChannel.call-graph.dot""}"
function:spank_chain_payment._isContained,callsBuiltin,builtin:keccak256(),"{""_layers"": [""stage4_control""], ""src_label"": ""_isContained"", ""dst_label"": ""keccak256()"", ""callgraph_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\call-graph__spank_chain_payment.sol.LedgerChannel.call-graph.dot""}"
function:spank_chain_payment.settleVC,callsBuiltin,"builtin:require(bool,string)","{""_layers"": [""stage4_control""], ""src_label"": ""settleVC"", ""dst_label"": ""require(bool,string)"", ""callgraph_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\call-graph__spank_chain_payment.sol.LedgerChannel.call-graph.dot""}"
function:spank_chain_payment.initVCstate,callsBuiltin,"builtin:require(bool,string)","{""_layers"": [""stage4_control""], ""src_label"": ""initVCstate"", ""dst_label"": ""require(bool,string)"", ""callgraph_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\call-graph__spank_chain_payment.sol.LedgerChannel.call-graph.dot""}"
function:spank_chain_payment.LCOpenTimeout,callsBuiltin,builtin:require(bool),"{""_layers"": [""stage4_control""], ""src_label"": ""LCOpenTimeout"", ""dst_label"": ""require(bool)"", ""callgraph_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\call-graph__spank_chain_payment.sol.LedgerChannel.call-graph.dot""}"
function:spank_chain_payment.settleVC,callsBuiltin,builtin:abi.encodePacked(),"{""_layers"": [""stage4_control""], ""src_label"": ""settleVC"", ""dst_label"": ""abi.encodePacked()"", ""callgraph_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\call-graph__spank_chain_payment.sol.LedgerChannel.call-graph.dot""}"
function:spank_chain_payment.consensusCloseChannel,callsBuiltin,builtin:require(bool),"{""_layers"": [""stage4_control""], ""src_label"": ""consensusCloseChannel"", ""dst_label"": ""require(bool)"", ""callgraph_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\call-graph__spank_chain_payment.sol.LedgerChannel.call-graph.dot""}"
function:spank_chain_payment.joinChannel,callsBuiltin,"builtin:require(bool,string)","{""_layers"": [""stage4_control""], ""src_label"": ""joinChannel"", ""dst_label"": ""require(bool,string)"", ""callgraph_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\call-graph__spank_chain_payment.sol.LedgerChannel.call-graph.dot""}"
function:spank_chain_payment.createChannel,callsBuiltin,"builtin:require(bool,string)","{""_layers"": [""stage4_control""], ""src_label"": ""createChannel"", ""dst_label"": ""require(bool,string)"", ""callgraph_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\call-graph__spank_chain_payment.sol.LedgerChannel.call-graph.dot""}"
function:spank_chain_payment.consensusCloseChannel,callsBuiltin,"builtin:require(bool,string)","{""_layers"": [""stage4_control""], ""src_label"": ""consensusCloseChannel"", ""dst_label"": ""require(bool,string)"", ""callgraph_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\call-graph__spank_chain_payment.sol.LedgerChannel.call-graph.dot""}"
function:spank_chain_payment.updateLCstate,callsBuiltin,builtin:abi.encodePacked(),"{""_layers"": [""stage4_control""], ""src_label"": ""updateLCstate"", ""dst_label"": ""abi.encodePacked()"", ""callgraph_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\call-graph__spank_chain_payment.sol.LedgerChannel.call-graph.dot""}"
function:spank_chain_payment.joinChannel,callsBuiltin,builtin:require(bool),"{""_layers"": [""stage4_control""], ""src_label"": ""joinChannel"", ""dst_label"": ""require(bool)"", ""callgraph_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\call-graph__spank_chain_payment.sol.LedgerChannel.call-graph.dot""}"
function:spank_chain_payment.consensusCloseChannel,callsBuiltin,builtin:keccak256(),"{""_layers"": [""stage4_control""], ""src_label"": ""consensusCloseChannel"", ""dst_label"": ""keccak256()"", ""callgraph_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\call-graph__spank_chain_payment.sol.LedgerChannel.call-graph.dot""}"
function:spank_chain_payment.deposit,callsBuiltin,"builtin:require(bool,string)","{""_layers"": [""stage4_control""], ""src_label"": ""deposit"", ""dst_label"": ""require(bool,string)"", ""callgraph_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\call-graph__spank_chain_payment.sol.LedgerChannel.call-graph.dot""}"
function:spank_chain_payment.settleVC,callsBuiltin,builtin:require(bool),"{""_layers"": [""stage4_control""], ""src_label"": ""settleVC"", ""dst_label"": ""require(bool)"", ""callgraph_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\call-graph__spank_chain_payment.sol.LedgerChannel.call-graph.dot""}"
function:spank_chain_payment.byzantineCloseChannel,callsBuiltin,"builtin:require(bool,string)","{""_layers"": [""stage4_control""], ""src_label"": ""byzantineCloseChannel"", ""dst_label"": ""require(bool,string)"", ""callgraph_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\call-graph__spank_chain_payment.sol.LedgerChannel.call-graph.dot""}"
function:spank_chain_payment.deposit,callsBuiltin,builtin:require(bool),"{""_layers"": [""stage4_control""], ""src_label"": ""deposit"", ""dst_label"": ""require(bool)"", ""callgraph_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\call-graph__spank_chain_payment.sol.LedgerChannel.call-graph.dot""}"
function:spank_chain_payment.initVCstate,callsBuiltin,builtin:require(bool),"{""_layers"": [""stage4_control""], ""src_label"": ""initVCstate"", ""dst_label"": ""require(bool)"", ""callgraph_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\call-graph__spank_chain_payment.sol.LedgerChannel.call-graph.dot""}"
function:spank_chain_payment.closeVirtualChannel,callsBuiltin,"builtin:require(bool,string)","{""_layers"": [""stage4_control""], ""src_label"": ""closeVirtualChannel"", ""dst_label"": ""require(bool,string)"", ""callgraph_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\call-graph__spank_chain_payment.sol.LedgerChannel.call-graph.dot""}"
